name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
wtjbycS5,34,active,85031,single,practical,,145409,urban,response
5p7CZsNL,35,healthy,12685,single,practical,badminton,117507,rural,response
xpx55yzs,49,healthy,34449,married,expensive,badminton,77300,urban,no response
7AGEfIeV,52,active,91174,married,practical,badminton,50391,rural,no response
eNqfZCR5,15,active,61620,married,expensive,athletics,89485,urban,no response
Q9DyHmTN,42,active,96415,single,practical,soccer,38912,urban,no response
PvhxITqL,65,healthy,20479,married,expensive,athletics,123493,urban,response
NalQ4ILw,43,cozily,83079,single,practical,,140773,urban,response
hQKfaPSN,31,active,47884,single,expensive,soccer,82166,urban,no response
MNd2ElvJ,50,active,38099,married,expensive,badminton,139682,rural,no response
cCB7zj6j,29,healthy,37211,married,practical,athletics,90637,rural,no response
cPn2Ii4q,34,cozily,54639,married,practical,athletics,109869,urban,no response
a7dJPDxO,67,healthy,14249,married,expensive,soccer,112757,urban,response
sQLrFuTc,28,active,20552,married,practical,soccer,20451,rural,no response
dyPjRH2F,29,cozily,86555,single,expensive,athletics,79608,urban,response
ObnLz7R6,39,cozily,64221,married,expensive,soccer,27174,rural,no response
7fHBR3Dj,48,active,58113,single,practical,,64545,rural,no response
tyHnNt5D,26,active,98088,single,expensive,athletics,53222,urban,no response
gGqNVq7W,23,active,58277,single,expensive,soccer,63412,urban,no response
2PW5goMt,53,active,88542,married,expensive,athletics,60669,urban,no response
v7TEPAmD,30,healthy,86333,married,expensive,badminton,118380,rural,no response
WdzZBWFE,28,active,76204,married,practical,badminton,102004,urban,no response
SUJapUtB,19,cozily,32756,single,expensive,athletics,124496,urban,no response
NVe8Xnv6,53,healthy,98540,married,practical,soccer,127886,rural,no response
jIQIDnsG,48,cozily,97345,married,practical,,42730,rural,no response
GDsFvVyt,23,cozily,68437,single,expensive,soccer,45190,urban,no response
KqlmRzkX,48,active,73590,married,practical,soccer,139220,rural,response
jPCDdC2m,63,healthy,59384,single,expensive,athletics,60794,urban,response
WdjJUigG,25,healthy,98084,married,expensive,soccer,22981,rural,no response
M4pfPojS,36,cozily,54554,single,expensive,,39192,rural,response
L65BpVvq,32,healthy,81461,single,expensive,,33158,rural,no response
ZRcfYj8Q,19,active,18431,married,practical,athletics,104299,urban,no response
qDIrlrS6,23,active,46096,single,practical,,68864,urban,no response
PQfKLjQ7,24,active,16268,married,practical,soccer,132150,urban,no response
ecvRLDbN,40,healthy,55394,married,practical,soccer,74483,rural,no response
8ZqfDs6q,64,cozily,96575,single,practical,soccer,86942,urban,no response
a0uAB09s,36,active,69431,married,expensive,athletics,68763,urban,response
e0IuNAwY,57,active,62052,married,expensive,badminton,135402,urban,response
7IeMag8d,32,cozily,82210,married,expensive,badminton,119529,urban,no response
hRFKFr3v,32,active,88201,married,practical,badminton,124921,urban,no response
dKFD6fcQ,28,active,41745,married,expensive,athletics,76526,rural,no response
Yc8OHIdL,43,active,33896,married,expensive,badminton,119222,rural,no response
99BlhZbs,49,healthy,72905,married,expensive,,22696,urban,no response
4PtUSl2Q,56,active,67440,married,expensive,soccer,74886,rural,response
6a0PUPMk,21,cozily,14817,married,practical,,129579,rural,no response
TakT7ak5,21,cozily,81502,single,practical,soccer,70633,rural,no response
aTItAMGb,28,cozily,79686,married,practical,badminton,64276,urban,no response
aBlWXuOb,66,cozily,68950,single,expensive,athletics,134181,urban,response
jOZqImLg,24,active,81853,single,practical,soccer,136870,urban,no response
li96FTLi,34,active,54062,single,practical,,131673,urban,no response
epBZRvsM,38,active,44107,married,practical,athletics,117745,rural,no response
EiWLNW3n,29,healthy,47334,married,expensive,badminton,137512,urban,no response
lDyEJHGw,40,cozily,19360,married,practical,athletics,52860,rural,no response
06LZHaCo,39,active,88507,single,practical,badminton,39805,rural,response
lk28MzUM,38,healthy,96664,married,practical,badminton,26472,urban,no response
4fGgYOWO,63,active,86143,married,practical,badminton,32085,urban,response
Muf9jl2m,68,active,36612,married,practical,,43400,urban,response
9UFXQZEO,31,cozily,57361,single,practical,badminton,59588,urban,no response
QIrUwQbY,61,active,30160,married,practical,badminton,104244,rural,response
EO0yBzyf,23,healthy,63644,single,expensive,soccer,61035,urban,no response
tTjwS4vW,33,healthy,38015,single,practical,,113584,rural,response
I1jBFAl3,68,active,20555,married,practical,,108162,urban,response
e3fBvJve,21,healthy,95654,married,practical,,35264,urban,no response
QWdGetak,41,active,29879,married,practical,,76320,urban,no response
GrTC0cdF,22,active,85576,married,practical,soccer,44704,urban,no response
8VwPy3hd,54,cozily,16975,married,expensive,,104123,urban,no response
Bn9zDsKM,52,cozily,82742,single,practical,athletics,25577,rural,no response
V30s4qOu,31,active,46001,single,practical,badminton,125939,rural,no response
sKGsmOxB,57,active,16158,single,practical,,26749,urban,response
Nf8lYe4e,32,active,98802,single,practical,badminton,72540,urban,no response
qdo8gWtM,24,active,87274,single,practical,soccer,68164,urban,no response
1G2yOMKM,42,active,26430,single,expensive,athletics,136188,urban,response
SGUG8Sgg,23,cozily,46115,married,practical,,146430,urban,response
yd39myAb,58,active,90173,married,practical,,143386,rural,response
NdeUYlgw,43,healthy,45123,single,expensive,badminton,58673,urban,no response
1eNbWaw3,27,active,88076,single,expensive,,98185,rural,no response
EGNnuEU3,44,active,40217,married,practical,athletics,87994,rural,no response
trbnWjNe,16,healthy,20260,married,expensive,athletics,103464,urban,no response
Vazd5tsg,34,active,73277,single,expensive,badminton,35597,rural,no response
cEs8aQA2,36,active,81199,married,expensive,,21334,rural,no response
XIIac1SN,23,cozily,27362,single,practical,athletics,106157,urban,no response
KwVm1jsj,54,cozily,51779,married,expensive,soccer,135138,rural,no response
dB1AFrBO,28,active,47433,single,expensive,athletics,33178,urban,no response
6VlhGfZP,62,active,72050,single,practical,soccer,69816,urban,response
iTi53Tkh,15,healthy,26013,single,practical,,131667,rural,no response
cvpKTRKg,46,active,63701,married,practical,badminton,32557,rural,no response
lkPoudVI,42,cozily,36103,married,practical,soccer,143619,urban,response
3bjk1owW,42,active,86873,single,expensive,,110831,rural,no response
4eMe7KDH,58,cozily,74724,single,expensive,soccer,122554,urban,response
c4uAwa9p,20,healthy,74020,single,expensive,athletics,29902,rural,no response
HfbunAf8,65,active,51175,single,practical,badminton,94650,urban,response
8AIYJGGm,37,cozily,44566,single,practical,athletics,140223,urban,response
QUWJf3S7,40,active,95192,married,expensive,athletics,131052,rural,no response
8ONEVGK7,60,cozily,87010,married,practical,badminton,50321,urban,response
Z9SdgTr8,48,active,16248,single,expensive,athletics,129747,urban,no response
ruTCXVO7,47,cozily,97650,married,practical,badminton,77360,urban,no response
zqbEUyCg,30,healthy,96177,married,practical,soccer,85373,rural,no response
NVcNerYB,60,healthy,64680,single,practical,soccer,101311,urban,response
SOdbUWTJ,31,healthy,34648,married,practical,athletics,120325,urban,no response
9CuG9eOy,69,cozily,20172,married,practical,badminton,53717,urban,response
xlAzcW6c,18,active,60668,single,expensive,badminton,74156,rural,no response
nZe7c30b,43,healthy,97193,married,expensive,soccer,34887,rural,no response
Q7cTVwvP,22,active,71042,married,expensive,athletics,32052,urban,no response
kN57AJfS,29,healthy,93775,single,expensive,,112905,rural,no response
SoBmWg64,15,healthy,24671,single,practical,athletics,57710,rural,no response
vr8MWSFw,51,healthy,24593,single,practical,athletics,73821,urban,no response
VRIoPh5y,18,cozily,77374,single,practical,,102800,rural,no response
qFXunj3V,37,cozily,58045,single,practical,soccer,126213,urban,no response
Q8xQezAj,41,active,26317,married,practical,badminton,68010,rural,no response
l97gWvzQ,20,cozily,56744,single,expensive,,97464,urban,no response
fZh7G1cX,57,healthy,98996,married,expensive,badminton,103531,urban,response
uMTefiba,47,active,57483,married,practical,badminton,78901,urban,no response
UUO5WqNr,59,cozily,76681,single,practical,,146230,urban,response
SMpGKCNN,59,healthy,34689,married,practical,soccer,34232,urban,response
PGga3xsR,58,active,57666,married,practical,athletics,102593,urban,response
H7eLlEot,25,active,56647,single,expensive,badminton,129662,rural,no response
NIkMqtKU,38,active,39698,married,practical,badminton,41485,rural,no response
5OxYsKoR,20,cozily,31751,single,practical,athletics,46592,urban,no response
yOCwLYjM,47,active,65404,single,expensive,soccer,88387,rural,no response
qI6A1UHh,26,cozily,30011,single,expensive,,35140,urban,no response
nGxoVHje,37,cozily,21953,single,expensive,,135695,urban,no response
Qhm2DXsQ,63,cozily,38921,married,practical,athletics,24141,rural,response
CfBARH1v,40,healthy,97265,single,practical,soccer,108213,rural,no response
OAA5tsPw,31,healthy,60340,single,practical,athletics,128305,urban,no response
vsJjHH0F,52,active,30092,married,practical,athletics,98465,rural,no response
29ZXsMHG,55,cozily,13689,married,expensive,soccer,87538,urban,no response
R8E7FxJa,39,active,79409,single,expensive,,36777,urban,no response
xWv619L3,40,healthy,76468,married,practical,badminton,109578,urban,no response
EwqHqTM3,16,healthy,92303,married,expensive,soccer,97896,urban,no response
9daPqr1x,42,cozily,66999,married,expensive,soccer,141914,rural,response
G5JxrRaH,24,cozily,67103,single,practical,athletics,80790,urban,no response
YfKksvPr,42,cozily,76970,married,expensive,badminton,117343,rural,no response
5xLoUIOP,54,active,12414,married,expensive,athletics,74695,urban,response
5vLy4HKW,27,cozily,19163,married,expensive,athletics,21671,rural,no response
BLjIUikx,59,cozily,70418,married,expensive,badminton,81152,urban,response
Wv7TSMCd,25,active,97990,married,expensive,,142917,urban,response
nO27y2vU,36,cozily,27298,married,expensive,badminton,26829,urban,no response
NLRP5nIR,69,cozily,33619,married,practical,,149239,urban,response
RrTMqcch,18,cozily,43264,married,practical,athletics,111010,rural,no response
istxchJh,24,healthy,14535,married,expensive,athletics,84687,urban,response
nIHu1ccr,33,healthy,54018,married,expensive,badminton,80577,urban,no response
5ynC4CH8,41,active,30238,single,practical,badminton,94311,rural,no response
deOtYKxP,65,active,18661,single,practical,soccer,75121,urban,no response
7pwgknKL,26,cozily,17038,married,practical,badminton,32545,urban,no response
ovvfqvHt,64,healthy,32554,married,expensive,athletics,127650,urban,response
1ZGi0LUk,68,cozily,71290,single,expensive,,104705,rural,response
W23Fxs8i,30,active,98608,married,practical,athletics,74638,urban,no response
bhHEwcuA,20,cozily,84774,married,expensive,athletics,55852,urban,no response
mSRy9hM4,63,cozily,92744,single,expensive,athletics,56200,urban,response
ggNyOqXx,46,cozily,48438,single,practical,badminton,64902,rural,no response
d1f52kLN,24,cozily,82106,married,expensive,soccer,121284,urban,no response
vwm0rckh,41,cozily,60996,married,practical,soccer,121222,rural,no response
RjAZwisb,45,cozily,79143,married,expensive,soccer,131610,urban,no response
ypq9x7zQ,66,healthy,65599,married,practical,badminton,131651,rural,response
qUEYPaRN,15,active,53584,single,expensive,athletics,128145,urban,no response
VWOsuMhy,24,active,44243,married,practical,athletics,83720,urban,no response
nQBwYHmf,63,cozily,45943,single,practical,,143130,rural,response
BVNAfSGh,23,active,69465,single,practical,,121617,rural,no response
uIhM8sPN,16,cozily,39201,married,practical,badminton,27963,urban,no response
5KyKsiVw,47,healthy,38841,married,practical,soccer,61633,urban,no response
MkqFD0sT,45,healthy,75988,single,practical,athletics,53787,urban,no response
260B8QEH,67,active,12889,married,practical,badminton,24138,urban,response
DRv58zl2,45,healthy,57956,married,practical,badminton,111799,urban,no response
dBg4PmTA,66,healthy,13198,married,practical,soccer,149917,urban,response
0OsnM4dN,60,healthy,12958,married,expensive,athletics,101013,urban,response
fOpz26xt,50,active,93381,single,expensive,badminton,34106,rural,no response
9WDt3f5B,26,healthy,35045,single,practical,athletics,76442,urban,no response
Nxq9v1CA,47,cozily,14656,single,expensive,athletics,107708,urban,response
ib3Gj1eO,18,active,72767,married,expensive,soccer,91641,urban,no response
tPKjjOxr,69,healthy,40054,married,practical,soccer,116655,rural,response
cjUdQZQV,40,active,70223,single,expensive,athletics,48758,urban,no response
ZD7KG9uM,68,healthy,98143,single,expensive,athletics,124385,urban,response
8HOck2cH,67,cozily,67561,single,practical,athletics,55062,urban,response
c2v384FJ,24,cozily,17660,married,expensive,soccer,121971,rural,no response
oVDmOEKb,48,cozily,20033,single,expensive,soccer,120221,rural,no response
KHk7nElW,67,active,78651,married,practical,badminton,26861,urban,response
dDRYq1zC,36,active,79451,married,practical,badminton,93582,urban,no response
yM4RDuIm,53,cozily,37685,married,expensive,athletics,50448,rural,no response
eTfgQLra,67,healthy,90147,single,expensive,athletics,54897,urban,no response
bfuSvfUv,15,active,71651,single,expensive,athletics,119056,rural,no response
hamKo2SH,41,healthy,82289,married,expensive,athletics,136306,urban,no response
dEFcmaQJ,46,cozily,48317,single,expensive,badminton,42122,rural,no response
AIyhbtcu,69,active,75866,single,practical,soccer,90973,urban,response
APSQYzT6,54,cozily,22076,married,expensive,,85904,urban,response
4vz8IYKw,42,healthy,91261,married,practical,athletics,26967,urban,no response
z5t4bsJ1,65,healthy,56158,single,expensive,soccer,54871,urban,response
4SPtSP1a,62,healthy,46374,married,practical,badminton,70407,rural,response
fePiL1HR,57,cozily,42479,single,expensive,athletics,135478,urban,response
WxawxBC5,69,healthy,60496,single,practical,soccer,128713,rural,response
u4MpjQ5z,52,active,35618,married,expensive,badminton,39370,rural,response
lKYiw2zs,48,cozily,53030,married,expensive,athletics,130248,urban,no response
HAvtnE6C,51,cozily,22567,single,expensive,badminton,87786,rural,no response
bqTMc75h,51,active,37354,married,practical,,53427,urban,no response
FORrD2wx,66,active,68300,married,practical,soccer,36523,urban,response
e0FHIrwT,55,cozily,26817,single,practical,badminton,85843,urban,no response
vobJ6190,59,cozily,13259,single,expensive,athletics,69089,rural,response
KryvFp2M,47,active,95906,married,practical,athletics,71070,urban,no response
xb5cnGnK,45,active,15055,married,expensive,badminton,89520,urban,no response
ylrShP7v,23,cozily,58699,married,practical,soccer,27804,urban,no response
l0qNHl7L,65,active,82212,single,expensive,,26720,rural,response
NejT7T8L,38,healthy,40745,single,practical,badminton,119054,rural,no response
C80lQi69,44,cozily,64271,single,expensive,athletics,142166,rural,response
8npH7J3D,65,healthy,15258,married,practical,soccer,108468,rural,response
VlyXhI6H,18,active,68304,married,expensive,badminton,82962,urban,no response
Ed4fZxEh,65,healthy,56726,single,expensive,athletics,90611,urban,no response
W7XBrnBx,22,cozily,88956,married,practical,badminton,102790,rural,no response
lJx48VkO,46,healthy,31960,married,expensive,badminton,42463,urban,no response
